lag_sweep	g_CM
3410	4.72491390E+01
3415	4.72742278E+01
3420	4.73679991E+01
3425	4.73873300E+01
3430	4.74787175E+01
3435	4.74966265E+01
3440	4.75899696E+01
3445	4.76214446E+01
3450	4.77222594E+01
3455	4.77541207E+01
3460	4.78561586E+01
3465	4.78898131E+01
3470	4.79880245E+01
3475	4.80258489E+01
3480	4.81224315E+01
3485	4.81569785E+01
3490	4.82542542E+01
3495	4.82874106E+01
3500	4.83789613E+01
3505	4.84114249E+01
3510	4.85034429E+01
3515	4.85376468E+01
3520	4.86343057E+01
3525	4.86689515E+01
3530	4.87730826E+01
3535	4.88091248E+01
3540	4.89155008E+01
3545	4.89513204E+01
3550	4.90599522E+01
3555	4.90960804E+01
3560	4.92033957E+01
3565	4.92388108E+01
3570	4.93457206E+01
3575	4.93779018E+01
3580	4.94837136E+01
3585	4.95129743E+01
3590	4.96181595E+01
3595	4.96497574E+01
3600	4.97485282E+01
3605	4.97932298E+01
3610	4.98950296E+01
3615	4.99349928E+01
3620	5.00315779E+01
3625	5.00739773E+01
3630	5.01731579E+01
3635	5.02138746E+01
3640	5.03129016E+01
3645	5.03536656E+01
3650	5.04470123E+01
3655	5.04913864E+01
3660	5.05898989E+01
3665	5.06316663E+01
3670	5.07337359E+01
3675	5.07771793E+01
3680	5.08820539E+01
3685	5.09317255E+01
3690	5.10355439E+01
3695	5.10827480E+01
3700	5.11873874E+01
3705	5.12321472E+01
3710	5.13269209E+01
3715	5.13624735E+01
3720	5.14582387E+01
3725	5.15015100E+01
3730	5.16000425E+01
3735	5.16432655E+01
3740	5.17504862E+01
3745	5.17839374E+01
3750	5.18851638E+01
3755	5.19308910E+01
3760	5.20445087E+01
3765	5.20941942E+01
3770	5.22073049E+01
3775	5.22510323E+01
3780	5.23674683E+01
3785	5.24143365E+01
3790	5.25243876E+01
3795	5.25741071E+01
3800	5.26881557E+01
3805	5.27422833E+01
3810	5.28485873E+01
3815	5.29026556E+01
3820	5.30027529E+01
3825	5.30499754E+01
3830	5.31464107E+01
3835	5.31907511E+01
3840	5.32942483E+01
3845	5.33323855E+01
3850	5.34310188E+01
3855	5.34797824E+01
3860	5.35865359E+01
3865	5.36327491E+01
3870	5.37444867E+01
3875	5.37860278E+01
3880	5.38973090E+01
3885	5.39359202E+01
3890	5.40420246E+01
3895	5.40924310E+01
3900	5.42016630E+01
3905	5.42431988E+01
3910	5.43510381E+01
3915	5.43867840E+01
3920	5.44904027E+01
3925	5.45264205E+01
3930	5.46338967E+01
3935	5.46550233E+01
3940	5.47688067E+01
3945	5.47939885E+01
3950	5.49017765E+01
3955	5.49349409E+01
3960	5.50365041E+01
3965	5.50718622E+01
3970	5.51811532E+01
3975	5.52081985E+01
3980	5.53257881E+01
3985	5.53550806E+01
3990	5.54631384E+01
3995	5.54952220E+01
4000	5.56025783E+01
4005	5.56329010E+01
4010	5.57420659E+01
4015	5.57740310E+01
4020	5.58856110E+01
4025	5.59158348E+01
4030	5.60300221E+01
4035	5.60590461E+01
4040	5.61727303E+01
4045	5.61944076E+01
4050	5.63194824E+01
4055	5.63339843E+01
4060	5.64468752E+01
4065	5.64554750E+01
4070	5.65676288E+01
4075	5.65800354E+01
4080	5.66934469E+01
4085	5.67032968E+01
4090	5.68156557E+01
4095	5.68357958E+01
4100	5.69514496E+01
4105	5.69833349E+01
4110	5.70990108E+01
4115	5.71299762E+01
4120	5.72372813E+01
4125	5.72510542E+01
4130	5.73573542E+01
4135	5.73877283E+01
4140	5.74959289E+01
4145	5.75085458E+01
4150	5.76190882E+01
4155	5.76398673E+01
4160	5.77515235E+01
4165	5.77798503E+01
4170	5.78984654E+01
4175	5.79247981E+01
4180	5.80375648E+01
4185	5.80672493E+01
4190	5.81857653E+01
4195	5.82150811E+01
4200	5.83359437E+01
4205	5.83597289E+01
4210	5.84736300E+01
4215	5.85022592E+01
4220	5.86129458E+01
4225	5.86506232E+01
4230	5.87651699E+01
4235	5.88033950E+01
4240	5.89162722E+01
4245	5.89546277E+01
4250	5.90717812E+01
4255	5.91043244E+01
4260	5.92212156E+01
4265	5.92522598E+01
4270	5.93687823E+01
4275	5.94105610E+01
4280	5.95181558E+01
4285	5.95655416E+01
4290	5.96638936E+01
4295	5.97091646E+01
4300	5.98080053E+01
4305	5.98531067E+01
4310	5.99638652E+01
4315	6.00128029E+01
4320	6.01186887E+01
4325	6.01685810E+01
4330	6.02663837E+01
4335	6.03258335E+01
4340	6.04274187E+01
4345	6.04866972E+01
4350	6.05963290E+01
4355	6.06595051E+01
4360	6.07659054E+01
4365	6.08236275E+01
4370	6.09355980E+01
4375	6.09906509E+01
4380	6.10977779E+01
4385	6.11525284E+01
4390	6.12546629E+01
4395	6.12944431E+01
4400	6.14037963E+01
4405	6.14399782E+01
4410	6.15573583E+01
4415	6.15965000E+01
4420	6.17165987E+01
4425	6.17601660E+01
4430	6.18705292E+01
4435	6.19184902E+01
4440	6.20312308E+01
4445	6.20875043E+01
4450	6.21973947E+01
4455	6.22420955E+01
4460	6.23510715E+01
4465	6.23954021E+01
4470	6.25063273E+01
4475	6.25648964E+01
4480	6.26664680E+01
4485	6.27150265E+01
4490	6.28051812E+01
4495	6.28545865E+01
4500	6.29488979E+01
4505	6.29920833E+01
4510	6.30746446E+01
4515	6.31101975E+01
4520	6.31928012E+01
4525	6.32296922E+01
4530	6.33199859E+01
4535	6.33604637E+01
4540	6.34663105E+01
4545	6.35010572E+01
4550	6.36037801E+01
4555	6.36336524E+01
4560	6.37362945E+01
4565	6.37713312E+01
4570	6.38721736E+01
4575	6.39088603E+01
4580	6.40077473E+01
4585	6.40403610E+01
4590	6.41457427E+01
4595	6.41827685E+01
4600	6.42763138E+01
4605	6.43169663E+01
4610	6.44192041E+01
4615	6.44653895E+01
4620	6.45871829E+01
4625	6.46242386E+01
4630	6.47453720E+01
4635	6.47762984E+01
4640	6.48874563E+01
4645	6.49065838E+01
4650	6.50213436E+01
4655	6.50419791E+01
4660	6.51646926E+01
4665	6.51784936E+01
4670	6.52955593E+01
4675	6.53010111E+01
4680	6.54310119E+01
4685	6.54583792E+01
4690	6.55924854E+01
4695	6.56204865E+01
4700	6.57527518E+01
4705	6.57761108E+01
4710	6.59055745E+01
4715	6.59299593E+01
4720	6.60429485E+01
4725	6.60577068E+01
4730	6.61599744E+01
4735	6.61702719E+01
4740	6.62807301E+01
4745	6.62966210E+01
4750	6.64081705E+01
4755	6.64247172E+01
4760	6.65232330E+01
4765	6.65474985E+01
4770	6.66521284E+01
4775	6.66843251E+01
4780	6.67865385E+01
4785	6.68202838E+01
4790	6.69231000E+01
4795	6.69638325E+01
4800	6.70648361E+01
4805	6.71142229E+01
4810	6.72246917E+01
4815	6.72724861E+01
4820	6.73871670E+01
4825	6.74446107E+01
4830	6.75562811E+01
4835	6.76184248E+01
4840	6.77312804E+01
4845	6.77926611E+01
4850	6.78975683E+01
4855	6.79688459E+01
4860	6.80711631E+01
4865	6.81412938E+01
4870	6.82313365E+01
4875	6.83037139E+01
4880	6.84113338E+01
4885	6.84772462E+01
4890	6.85941703E+01
4895	6.86473601E+01
4900	6.87526412E+01
4905	6.88086690E+01
4910	6.89162106E+01
4915	6.89724907E+01
4920	6.90802396E+01
4925	6.91348330E+01
4930	6.92340396E+01
4935	6.92838770E+01
4940	6.93689820E+01
4945	6.94145353E+01
4950	6.95069931E+01
4955	6.95482695E+01
4960	6.96518813E+01
4965	6.96948207E+01
4970	6.98043293E+01
4975	6.98532772E+01
4980	6.99733999E+01
4985	7.00218049E+01
4990	7.01398569E+01
4995	7.01975462E+01
5000	7.03135161E+01
5005	7.03479791E+01
5010	7.04453508E+01
5015	7.04700327E+01
5020	7.05811881E+01
5025	7.05970968E+01
5030	7.07136057E+01
5035	7.07505771E+01
5040	7.08623307E+01
5045	7.08914038E+01
5050	7.10109785E+01
5055	7.10630128E+01
5060	7.11709063E+01
5065	7.12403979E+01
5070	7.13654840E+01
5075	7.14316168E+01
5080	7.15317895E+01
5085	7.15812146E+01
5090	7.16827489E+01
5095	7.17280651E+01
5100	7.18206086E+01
5105	7.18847789E+01
5110	7.19888225E+01
5115	7.20440151E+01
5120	7.21324154E+01
5125	7.21949517E+01
5130	7.22969271E+01
5135	7.23562627E+01
5140	7.24726313E+01
5145	7.25298957E+01
5150	7.26375609E+01
5155	7.26928424E+01
5160	7.27747724E+01
5165	7.28265826E+01
5170	7.29172270E+01
5175	7.29657542E+01
5180	7.30532890E+01
5185	7.30977028E+01
5190	7.31851661E+01
5195	7.32466278E+01
5200	7.33385159E+01
5205	7.34052892E+01
5210	7.35115768E+01
5215	7.35964832E+01
5220	7.36876951E+01
5225	7.37638244E+01
5230	7.38492712E+01
5235	7.39160261E+01
5240	7.39832518E+01
5245	7.40348223E+01
5250	7.40830053E+01
5255	7.40930799E+01
5260	7.41449105E+01
5265	7.41742530E+01
5270	7.42441650E+01
5275	7.42826815E+01
5280	7.43489967E+01
5285	7.43713654E+01
5290	7.44474584E+01
5295	7.44800983E+01
5300	7.45472245E+01
5305	7.45774956E+01
5310	7.46363711E+01
5315	7.46584559E+01
5320	7.47241807E+01
5325	7.47540905E+01
5330	7.48419338E+01
5335	7.48801331E+01
5340	7.49618341E+01
5345	7.49902902E+01
5350	7.50712800E+01
5355	7.50893910E+01
5360	7.51803739E+01
5365	7.51643498E+01
5370	7.52382718E+01
5375	7.52199771E+01
5380	7.52840861E+01
5385	7.52464976E+01
5390	7.53133598E+01
5395	7.52880352E+01
5400	7.53579476E+01
5405	7.53364370E+01
5410	7.54111948E+01
5415	7.53786826E+01
5420	7.54610879E+01
5425	7.54306923E+01
5430	7.55217948E+01
5435	7.55156905E+01
5440	7.56043347E+01
5445	7.55973408E+01
5450	7.56971744E+01
5455	7.56806199E+01
5460	7.57772370E+01
5465	7.57495701E+01
5470	7.58230989E+01
5475	7.58135761E+01
5480	7.58992725E+01
5485	7.59017734E+01
5490	7.59848266E+01
5495	7.59920090E+01
5500	7.60779100E+01
5505	7.60688112E+01
5510	7.61535000E+01
5515	7.61453660E+01
5520	7.62314794E+01
5525	7.62251083E+01
5530	7.63143991E+01
5535	7.62895680E+01
5540	7.63760770E+01
5545	7.63500666E+01
5550	7.64213338E+01
5555	7.64098472E+01
5560	7.64925343E+01
5565	7.64977282E+01
5570	7.65784585E+01
5575	7.65438443E+01
5580	7.66281794E+01
5585	7.66514482E+01
5590	7.67371961E+01
5595	7.67814277E+01
5600	7.68659870E+01
5605	7.69274081E+01
5610	7.69692423E+01
5615	7.70102009E+01
5620	7.70777437E+01
5625	7.71347462E+01
5630	7.71790594E+01
5635	7.72356057E+01
5640	7.73112513E+01
5645	7.73919620E+01
5650	7.74609578E+01
5655	7.75614907E+01
5660	7.76533661E+01
5665	7.77422621E+01
5670	7.78224365E+01
5675	7.79057190E+01
5680	7.79689294E+01
5685	7.80305548E+01
5690	7.80981971E+01
5695	7.81405170E+01
5700	7.82071755E+01
5705	7.82785106E+01
5710	7.83538761E+01
5715	7.83968773E+01
5720	7.84437645E+01
5725	7.85247178E+01
5730	7.86118927E+01
5735	7.86853385E+01
5740	7.87908856E+01
5745	7.88566778E+01
5750	7.89839264E+01
5755	7.90521779E+01
5760	7.91745583E+01
5765	7.92625189E+01
5770	7.93472586E+01
5775	7.94086013E+01
5780	7.94843407E+01
5785	7.95468594E+01
5790	7.96280589E+01
5795	7.96578170E+01
5800	7.97254607E+01
5805	7.97531731E+01
5810	7.98334714E+01
5815	7.98802297E+01
5820	7.99421927E+01
5825	7.99774720E+01
5830	8.00326311E+01
5835	8.00297424E+01
5840	8.01183531E+01
5845	8.01640306E+01
5850	8.02147644E+01
5855	8.02689090E+01
5860	8.03193572E+01
5865	8.03702660E+01
5870	8.04065825E+01
5875	8.04260116E+01
5880	8.04336501E+01
5885	8.05112556E+01
5890	8.05000331E+01
5895	8.06093129E+01
5900	8.05968639E+01
5905	8.06513725E+01
